datetime,cart,Record Count,total_price
"Jul 24, 2021","{""cereal"":2,""candy"":1}",1,390
"Jul 24, 2021","{""fat"":2}",1,495
"Jul 24, 2021","{""cupc"":1,""hella"":1,""redvelvet"":1}",1,621
"Jul 24, 2021","{""salt"":4,""deathchoc"":2}",1,1018
"Jul 24, 2021","{""pbj"":1,""hella"":1,""salt"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""6657ep6jdoa"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""carrot_slice"":1}",1,1120
"Jul 24, 2021","{""icecream"":[{""count"":""6"",""price"":750,""quantity"":1,""id"":""ghx9b34hs3p"",""SINFUL SUNDAE"":0,""CEREAL KILLER"":0,""MILK CANDY"":0,""FAT KID FROYO"":6,""extra"":"""",""title"":""Icecream box of 6""}]}",1,750
"Jul 24, 2021","{""fat"":1}",2,247
"Jul 24, 2021","{""cupc"":2,""soft"":[{""count"":""0"",""price"":360,""quantity"":1,""id"":""heivxlshfxn"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":2,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1,660
"Jul 24, 2021","{""valrhona"":3,""peanut"":1,""fat"":4,""cupc"":2,""soft"":[{""count"":""0"",""price"":360,""quantity"":0,""id"":""v0s1vim39z"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":2,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""},{""count"":""0"",""price"":180,""quantity"":1,""id"":""ghnqxpvmjr"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1,1600
"Jul 24, 2021","{""banultimate~l"":1}",1,525
"Jul 24, 2021","{""chocpudding-2lb"":1,""soft"":[{""count"":""0"",""price"":90,""quantity"":1,""id"":""wj9n252c7tr"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1,2966
"Jul 24, 2021","{""heart-L&redvelvet.pink"":1}",1,2237
"Jul 24, 2021","{""butterfly-0.75lb"":1,""fat"":2}",1,1852
"Jul 24, 2021","{""cupc"":1,""redvelvet"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""7hvg3telw4m"",""BAE BROWNIE"":2,""FUDGE BROWNIE BITES"":4,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,816
"Jul 24, 2021","{""blackout-1lb#extraferrero"":1}",1,1826
"Jul 24, 2021","{""coconut_slice"":1,""ferrero-2lb#extraferrero"":0,""ferrero_slice"":1,""cereal"":0,""fat"":1,""candy"":1}",1,839
"Jul 24, 2021","{""butterfly-2.25lb"":1}",1,4031
"Jul 24, 2021","{""hella"":1,""coconut_slice"":1,""mixedberry-1lb"":1}",1,2459
"Jul 24, 2021","{""fat"":2,""cereal"":1,""pbj"":1}",1,629
"Jul 24, 2021","{""heart-S&ganache.gold"":1}",1,603
"Jul 24, 2021","{""icecream"":[{""count"":""6"",""price"":750,""quantity"":1,""id"":""d1dtq8mledk"",""SINFUL SUNDAE"":0,""CEREAL KILLER"":0,""MILK CANDY"":0,""FAT KID FROYO"":6,""extra"":"""",""title"":""Icecream box of 6""}]}",1,842
"Jul 24, 2021","{""fat"":1,""banana_slice"":1,""coconut_slice"":1}",1,863
"Jul 24, 2021","{""cupc"":2,""coconut_slice"":1}",1,520
"Jul 24, 2021","{""bannuts~s"":1,""banog~s"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""gjqx5i40dkv"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":2,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,799
"Jul 24, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""7hyw4y32jhf"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""coconut_slice"":1,""salt"":1}",1,885
"Jul 24, 2021","{""carrot_slice"":1}",1,220
"Jul 24, 2021","{""heart-set&redvelvet,ganache.pinkgold"":1}",1,1271
"Jul 24, 2021","{""butterfly-1.5lb"":1}",1,2500
"Jul 24, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""r7540koru2k"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,632
"Jul 24, 2021","{""cereal"":2}",1,280
"Jul 24, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""55outr4l0rs"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":9,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""},{""count"":""18"",""price"":640,""quantity"":1,""id"":""hx41eimyvfh"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":18,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Double box of 18""}]}",1,1071
"Jul 24, 2021","{""cupc"":1,""redvelvet"":1}",1,378
"Jul 24, 2021","{""butterfly-0.75lb"":1}",4,5943
"Jul 24, 2021","{""redvelvet"":2,""cupc"":2,""fat"":1}",1,800
"Jul 24, 2021","{""chocpudding-2lb"":1}",1,3125
"Jul 24, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""776269dh5cj"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,428
"Jul 24, 2021","{""kiss-1lb#dearest"":1}",1,1908
"Jul 24, 2021","{""valrhona"":2}",1,300
"Jul 24, 2021","{""carrot_slice"":1,""pbj"":2,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""9kk9mahcw4"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":9,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""}]}",1,1088
"Jul 23, 2021","{""deathcake"":1}",1,750
"Jul 23, 2021","{""mothercake-1lb"":1}",1,1132
"Jul 23, 2021","{""butterfly-0.75lb#flyflowers"":1,""soft"":[{""count"":""0"",""price"":90,""quantity"":1,""id"":""7blf7ecxgph"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1,2397
"Jul 23, 2021","{""fat"":2,""cupc"":1}",1,410
"Jul 23, 2021","{""pbj"":1,""cereal"":3,""fat"":3,""candy"":3,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""ttxup6d8ci8"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":3,""DOUBLE TROUBLE"":1,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""sundae"":0}",1,1873
"Jul 23, 2021","{""banog~s"":1}",1,49
"Jul 23, 2021","{""butterfly-1.5lb#flyflowers"":1,""mothercake-1lb#flowers"":1}",1,4987
"Jul 23, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""9r2eqolhz49"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""bancheese~s"":1,""bannutella~s"":1}",1,814
"Jul 23, 2021","{""butterfly-0.75lb"":1}",4,6153
"Jul 23, 2021","{""cake"":[{""count"":""8"",""price"":1640,""quantity"":1,""id"":""055km0vqco9n"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":2,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":0,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""}]}",1,1804
"Jul 23, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""p6n82q4osbc"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":5,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,518
"Jul 23, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""fo10s9newtq"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""tb529ndpl8"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}],""kiss_slice"":1,""fat"":1}",1,1180
"Jul 23, 2021","{""fat"":1}",1,196
"Jul 23, 2021","{""giftboxloaf"":[{""count"":""1"",""price"":675,""quantity"":1,""id"":""o9mj79k77w"",""DEATH BY CHOCOLATE PUDDING CAKE"":0,""BANANA CHEESE"":0,""BANANA NUTELLA "":1,""BANANA ULTIMATE COMBO"":0,""BANANA GOES NUTS"":0,""BANANA OG"":0,""extra"":"""",""title"":""Small box of 1""}]}",1,738
"Jul 23, 2021","{""heart-S&ganache.pink"":1}",1,495
"Jul 23, 2021","{""sundae"":0,""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""3oowjioy3do"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":12,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1,1061
"Jul 23, 2021","{""fat"":2}",2,687
"Jul 23, 2021","{""cereal"":1,""fat"":1,""candy"":1}",1,390
"Jul 23, 2021","{""sundae"":0,""custom"":[{""title"":""ขนมไหว้พระจันทร์"",""price"":0,""quantity"":1,""id"":""im2xabeq08c""}]}",1,105
"Jul 23, 2021","{""butterfly-0.75lb#flyflowers"":1,""butterfly-0.75lb"":1,""bannutella~s"":1}",1,3827
"Jul 23, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""cjo71vnprbl"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,546
"Jul 23, 2021","{""soft"":[{""count"":""0"",""price"":270,""quantity"":1,""id"":""nl606q882zn"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}],""bannutella~l"":1}",1,745
"Jul 23, 2021","{""fat"":6}",1,807
"Jul 23, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""3a2prluhcjg"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""banultimate~s"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""bfxtv52k11b"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,1136
"Jul 23, 2021","{""chocpudding-2lb"":1}",1,3057
"Jul 23, 2021","{""coconut-1lb"":1}",1,1784
"Jul 23, 2021","{""butterfly-0.75lb"":1,""fat"":2}",1,1777
"Jul 23, 2021","{""fat"":4,""cupc"":1,""chocpudding_slice"":1,""ferrero_slice"":1}",1,1130
"Jul 23, 2021","{""cake"":[{""count"":""8"",""price"":1660,""quantity"":0,""id"":""kmeda8ylqz"",""BANANA NUTELLA"":0,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":0,""CHOCOLATE PUDDING"":0,""YOUNG COCONUT CAKE"":4,""FERRERO CHOCOLATE TART"":0,""STRAWBERRY KISS"":2,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""},{""count"":""8"",""price"":1660,""quantity"":1,""id"":""abt7klifwha"",""BANANA NUTELLA"":0,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":0,""CHOCOLATE PUDDING"":2,""YOUNG COCONUT CAKE"":2,""FERRERO CHOCOLATE TART"":0,""STRAWBERRY KISS"":2,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""}]}",1,1660
"Jul 23, 2021","{""care"":1}",1,1450
"Jul 23, 2021","{""custom"":[{""title"":""เค้ก​ 1​ ปอนด์​ Red​ velvet​ "",""price"":1500,""quantity"":1,""id"":""pb81og7a35""}]}",1,1639
"Jul 23, 2021","{""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":1,""id"":""b04pvfhz396"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,795
"Jul 23, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""yhj9cxt8cbb"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":9,""extra"":"""",""title"":""Small box of 9""}]}",1,413
"Jul 23, 2021","{""butterfly-1.5lb"":1,""giftboxloaf"":[{""count"":""1"",""price"":950,""quantity"":1,""id"":""hk91lghm0qb"",""DEATH BY CHOCOLATE PUDDING CAKE"":1,""BANANA CHEESE"":0,""BANANA NUTELLA "":0,""BANANA ULTIMATE COMBO"":0,""BANANA GOES NUTS"":0,""BANANA OG"":0,""extra"":"""",""title"":""Small box of 1""}],""banog~s"":0}",1,3391
"Jul 23, 2021","{""ferrero-1lb"":1}",1,1974
"Jul 23, 2021","{""custom"":[{""title"":""1 Lb quarantine death​ by choc  cookie cake​***ตกเเต่ง​เเบบที่ 2***"",""price"":950,""quantity"":1,""id"":""w9zedl8i1x""}]}",1,950
"Jul 23, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""bc2fdoub1qv"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""cupc"":1}",1,656
"Jul 23, 2021","{""cereal"":1,""fat"":1,""pbj"":1,""hella"":1}",1,560
"Jul 23, 2021","{""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":4,""id"":""bu3wymkufhe"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":4,""id"":""ebglklxfqcf"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":2,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Large box of 8""}]}",1,4846
"Jul 23, 2021","{""banultimate~s"":1,""banog~s"":1}",1,234
"Jul 23, 2021","{""cereal"":1,""candy"":1,""fat"":1,""redvelvet"":1}",1,601
"Jul 23, 2021","{""giftboxloaf"":[{""count"":""1"",""price"":675,""quantity"":1,""id"":""on0vevr03rs"",""DEATH BY CHOCOLATE PUDDING CAKE"":0,""BANANA CHEESE"":0,""BANANA NUTELLA "":1,""BANANA ULTIMATE COMBO"":0,""BANANA GOES NUTS"":0,""BANANA OG"":0,""extra"":"""",""title"":""Small box of 1""}]}",1,780
"Jul 23, 2021","{""cereal"":1,""fat"":1,""banultimate~s"":1,""bannutella~s"":1,""bannuts~s"":1,""chocpudding_slice"":1,""coconut_slice"":1,""kiss_slice"":1}",1,1330
"Jul 23, 2021","{""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":1,""id"":""s42ckya6bag"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":1,""id"":""ep2ykww1o2t"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":2,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Large box of 8""}]}",1,1170
"Jul 23, 2021","{""coconut_slice"":1,""kiss_slice"":1}",1,535
"Jul 23, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""i3x454illd"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":2,""MAMA OG"":0,""MATCHA POWWOW"":2,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,520
"Jul 23, 2021","{""hella"":1,""peanut"":1}",1,364
"Jul 23, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""2xehlnoq854"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,607
"Jul 23, 2021","{""hella"":1,""fat"":6}",1,941
"Jul 23, 2021","{""soft"":[{""count"":""0"",""price"":270,""quantity"":1,""id"":""thdru1jx86"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":3,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1,243
"Jul 23, 2021","{""butterfly-0.75lb"":1,""custom"":[{""title"":""พวงมาลัยดอกไม้สด "",""price"":900,""quantity"":1,""id"":""y985dqx343f""}]}",1,2413
"Jul 23, 2021","{""custom"":[{""title"":""ขนมไหว้พระจันทร์ "",""price"":0,""quantity"":1,""id"":""xbc64tbwm6q""}],""sundae"":0}",1,216
"Jul 23, 2021","{""icecream"":[{""count"":""6"",""price"":750,""quantity"":1,""id"":""e4urqol0di6"",""SINFUL SUNDAE"":0,""CEREAL KILLER"":3,""MILK CANDY"":0,""FAT KID FROYO"":3,""extra"":"""",""title"":""Icecream box of 6""}]}",1,799
"Jul 23, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""f3dy9go4yje"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""sundae"":0}",1,542
"Jul 23, 2021","{""icecream"":[{""count"":""6"",""price"":750,""quantity"":1,""id"":""dwk85q60zl"",""SINFUL SUNDAE"":0,""CEREAL KILLER"":6,""MILK CANDY"":0,""FAT KID FROYO"":0,""extra"":"""",""title"":""Icecream box of 6""}],""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""995szn3umzj"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""extra"":"""",""title"":""Double box of 18""}]}",1,1390
