cart,Record Count
"{""cake"":[{""count"":""8"",""price"":1640,""quantity"":1,""id"":""qoko9dt9yf"",""BANANA NUTELLA"":2,""VERY BERRY BASQUE CHEESECAKE"":0,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":2,""STRAWBERRY KISS"":0,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""}]}",1
"{""peanut"":1}",1
"{""custom"":[{""title"":""Banana bread ( nutella )"",""price"":130,""quantity"":1,""id"":""fx1x9f1r5sl""},{""title"":""Banana bread ( combo )"",""price"":130,""quantity"":1,""id"":""4sv7wp3m3ra""}]}",1
"{""custom"":[{""title"":""2 Banana bread ( 2Banana Cheese​  )​ "",""price"":260,""quantity"":1,""id"":""y5hf6cf61e""}]}",1
"{""custom"":[{""title"":""3Banana​ bread (​ 2 banana​ nutella​ 1 banana​ combo​ )​"",""price"":390,""quantity"":0,""id"":""h8lxrxnocr""},{""title"":""3 Banana bread ( 1 Banana Cheese​ 2Banana nutella​ )​ "",""price"":410,""quantity"":1,""id"":""aux71z4kan7""}]}",1
"{""custom"":[{""title"":""2 ปอนด์ red velvet ตกแต่ง dearest flower"",""price"":2650,""quantity"":1,""id"":""sejvllna7z""}]}",1
"{""custom"":[{""title"":""1 Banana​ bread (1​ banana​ cheese​ )​"",""price"":150,""quantity"":1,""id"":""9j86vz8qa2v""}],""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""kmugq1fnst"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":2,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"{""hella"":2,""cupc"":1,""custom"":[{""title"":"" 1 Banana bread​( 1 Banana nutella)​"",""price"":130,""quantity"":1,""id"":""uae7x8gdtdr""}]}",1
"{""custom"":[{""title"":""1 banana bread ( 1 banana nutella)"",""price"":130,""quantity"":1,""id"":""7ksbcc1p7pg""}]}",1
"{""custom"":[{""title"":""2 Banana bread ( 1 Banana nutella​1 Banana Ultimate Combo​ )​ "",""price"":260,""quantity"":1,""id"":""tq2tqszdoh""}]}",1
"{""custom"":[{""title"":""5 banana bread(ทุกรสอย่างละ1)"",""price"":0,""quantity"":0,""id"":""1zacvxaso7w""},{""title"":""3 banana bread ( 3 cheese)"",""price"":0,""quantity"":1,""id"":""s4c560u58zr""}]}",1
"{""heart-S&redvelvet.pink"":1}",1
"{""custom"":[{""title"":""3 Banana bread​( 1 Banana Ultimate Combo 1 Banana nutella​ 1 Banana Cheese)​ "",""price"":410,""quantity"":1,""id"":""ujk9rqai35g""}]}",1
"{""coconut-2lb"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""u9ksjq1fdx"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":5,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"{""custom"":[{""title"":""1 Lb Young coconut cake​***ตกเเต่ง​ lady in pink with flowers สีชมพู​อ่อน​***"",""price"":1800,""quantity"":1,""id"":""4rmd81pamgx""}]}",1
"{""hella"":1}",1
"{""custom"":[{""title"":""Banana bread (combo)"",""price"":130,""quantity"":1,""id"":""kzrucpced6o""},{""title"":""Banana bread ( nutella )"",""price"":130,""quantity"":1,""id"":""bm9y2mzqmou""}],""cupc"":1,""deathchoc"":1}",1
"{""cupccake-1lb"":1}",1
"{""heart-L&redvelvet.pink"":0,""heart-S&redvelvet.pink"":0,""heart-set&redvelvet,redvelvet.pinkgold"":1}",1
"{""custom"":[{""title"":""1 lb choc pudding cake ***lady in pink with flowers*​** "",""price"":1800,""quantity"":1,""id"":""dexuh7qjka""}]}",1
"{""custom"":[{""title"":""2lb tres lech cake With fruits and flowers "",""price"":2700,""quantity"":1,""id"":""70dtgmnz4qf""}]}",1
"{""custom"":[{""title"":""2 Banana bread ( 2 Banana nutella​)​ "",""price"":260,""quantity"":1,""id"":""m8p1tvzbjq""}]}",1
"{""chocpudding-1lb#dearest"":1}",1
"{""banana-1lb"":1}",1
"{""custom"":[{""title"":""3 banana bread (2 combo 1 cheese)"",""price"":410,""quantity"":1,""id"":""87rn9e12a7q""}]}",1
"{""pbj"":3,""hella"":1}",1
"{""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":9,""id"":""aivifd7ussk"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":2,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Large box of 8""}],""cupc"":1}",1
"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""r5awierjg5a"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""pbj"":1,""hella"":2}",1
"{""custom"":[{""title"":""2 Banana bread ( 2 Banana nutella)​"",""price"":240,""quantity"":1,""id"":""b5pcr2fccbk""}]}",1
"{""custom"":[{""title"":""Banana bread ( cheese)"",""price"":150,""quantity"":1,""id"":""wf5fdzdsu5a""},{""title"":""Banana bread ( nutella)"",""price"":130,""quantity"":1,""id"":""t50ws4zapx""},{""title"":""Banana bread ( combo )"",""price"":130,""quantity"":1,""id"":""mhn0ujqfemb""},{""title"":""Banana bread ( Og )"",""price"":130,""quantity"":1,""id"":""uvbldp53eoh""}]}",1
"{""custom"":[{""title"":""Banana bread ( combo )"",""price"":130,""quantity"":1,""id"":""2oeth3mjigy""}],""strawcheese"":1}",1
"{""cake"":[{""count"":""8"",""price"":1620,""quantity"":0,""id"":""o0gsiuupagq"",""BANANA NUTELLA"":2,""VERY BERRY BASQUE CHEESECAKE"":0,""CARROT CREAM CHEESE"":3,""CHOCOLATE PUDDING"":0,""YOUNG COCONUT CAKE"":2,""FERRERO CHOCOLATE TART"":0,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":0,""extra"":"""",""title"":""Large box of 8""},{""count"":""8"",""price"":1660,""quantity"":0,""id"":""yr1qe30406n"",""BANANA NUTELLA"":2,""VERY BERRY BASQUE CHEESECAKE"":0,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":0,""YOUNG COCONUT CAKE"":2,""FERRERO CHOCOLATE TART"":2,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":0,""extra"":"""",""title"":""Large box of 8""},{""count"":""8"",""price"":1660,""quantity"":1,""id"":""mmz02de711d"",""BANANA NUTELLA"":2,""VERY BERRY BASQUE CHEESECAKE"":0,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":0,""YOUNG COCONUT CAKE"":2,""FERRERO CHOCOLATE TART"":2,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":0,""extra"":"""",""title"":""Large box of 8""}]}",1
"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":0,""id"":""54cu85hbmvc"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":1,""id"":""a2mqdz1tq3l"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"{""custom"":[{""title"":""2 Banana bread ( 1 Banana Ultimate​ Combo 1 Banana og)​"",""price"":260,""quantity"":1,""id"":""k4r5pppg0f""}]}",1
"{""custom"":[{""title"":""2 Banana​ bread ( 1​ banana​ combo​ 1​ banana​ og)​"",""price"":260,""quantity"":1,""id"":""rck604ms2go""}],""strawcheese"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""mtaswwjsapk"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":2,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
